Passport,Destination,Requirement
SUR,SRB,-1
SUR,SLE,e-visa
SUR,SGP,-1
SUR,SVK,visa required
SUR,SVN,visa required
SUR,SLB,visa required
SUR,SOM,visa required
SUR,ZAF,visa required
SUR,KOR,e-visa (90)
SUR,SSD,e-visa
SUR,ESP,visa required
SUR,LKA,e-visa (30)
SUR,VCT,-1
SUR,SDN,visa required
SUR,SUR,-1
SUR,SWE,visa required
SUR,CHE,visa required
SUR,SYR,visa required
SUR,TWN,visa required
SUR,TJK,e-visa
SUR,TZA,visa on arrival
SUR,THA,e-visa
SUR,TLS,visa on arrival (30)
SUR,TGO,visa on arrival (15)
SUR,TON,visa required
SUR,TTO,visa free
SUR,TUN,visa required
SUR,TKM,visa required
SUR,TUV,visa on arrival (30)
SUR,TUR,e-visa (30)
SUR,UGA,e-visa
SUR,UKR,visa required
SUR,ARE,visa required
SUR,GBR,visa required
SUR,USA,visa required
SUR,URY,visa required
SUR,UZB,e-visa (30)
SUR,VUT,visa required
SUR,VAT,visa required
SUR,VEN,visa required
SUR,VNM,e-visa (90)
SUR,YEM,visa required
SUR,ZMB,visa on arrival (90)
SUR,ZWE,visa on arrival (90)
SUR,AFG,visa required
SUR,DMA,-1
SUR,HTI,-1
SUR,SYC,-1
SWE,ALB,-1
SWE,DZA,visa required
SWE,AND,visa free
SWE,AGO,-1
SWE,ATG,-1
SWE,ARG,-1
SWE,ARM,-1
SWE,AUS,e-visa (90)
SWE,AUT,visa free
SWE,AZE,e-visa (30)
SWE,BHS,-1
SWE,BHR,visa on arrival (30)
SWE,BGD,visa on arrival (30)
SWE,BRB,-1
SWE,BLR,-1
SWE,BEL,visa free
SWE,BLZ,visa free
SWE,BEN,e-visa
SWE,BTN,e-visa
SWE,BOL,-1
SWE,BIH,-1
SWE,BWA,-1
SWE,BRA,-1
SWE,BRN,-1
SWE,BGR,visa free
SWE,BFA,visa on arrival (90)
SWE,BDI,visa on arrival (30)
SWE,KHM,visa on arrival (30)
SWE,CMR,e-visa
SWE,CAN,e-visa (180)
SWE,CPV,-1
SWE,CAF,visa required
SWE,TCD,visa required
SWE,CHL,-1
SWE,CHN,visa required
SWE,COL,-1
SWE,COM,visa on arrival (45)
SWE,COG,visa required
SWE,COD,e-visa (90)
SWE,CRI,-1
SWE,CIV,e-visa (90)
SWE,HRV,visa free
SWE,CUB,visa required (90)
SWE,CYP,visa free
SWE,CZE,visa free
SWE,DNK,visa free
SWE,DJI,visa on arrival (90)
SWE,DOM,visa free
SWE,ECU,-1
SWE,EGY,visa on arrival (30)
SWE,SLV,-1
SWE,GNQ,e-visa
SWE,ERI,visa required
SWE,EST,visa free
SWE,SWZ,-1
SWE,ETH,visa on arrival (90)
SWE,FJI,-1
SWE,FIN,visa free
SWE,FRA,visa free
SWE,GAB,e-visa (90)
SWE,GMB,-1
SWE,GEO,-1
SWE,DEU,visa free
SWE,GHA,visa required
SWE,GRC,visa free
SWE,GRD,-1
SWE,GTM,-1
SWE,GIN,e-visa (90)
SWE,GNB,visa on arrival (90)
SWE,GUY,-1
SWE,HND,-1
SWE,HKG,-1
SWE,HUN,visa free
SWE,ISL,visa free
SWE,IND,e-visa (30)
SWE,IDN,visa on arrival (30)
SWE,IRN,visa on arrival (30)
SWE,IRQ,visa on arrival (60)
SWE,IRL,visa free
SWE,ISR,-1
SWE,ITA,visa free
SWE,JAM,-1
SWE,JPN,-1
SWE,JOR,visa on arrival
SWE,KAZ,-1
SWE,KEN,e-visa (90)
SWE,KIR,-1
SWE,XKX,-1
SWE,KWT,visa on arrival (90)
SWE,KGZ,-1
SWE,LAO,visa on arrival (30)
SWE,LVA,visa free
SWE,LBN,visa on arrival (30)
SWE,LSO,-1
SWE,LBR,visa required
SWE,LBY,e-visa
SWE,LIE,visa free
SWE,LTU,visa free
SWE,LUX,visa free
SWE,MAC,-1
SWE,MDG,visa on arrival (90)
SWE,MWI,-1
SWE,MYS,-1
SWE,MDV,visa on arrival (30)
SWE,MLI,visa required
SWE,MLT,visa free
SWE,MHL,-1
SWE,MRT,visa on arrival
SWE,MUS,-1
SWE,MEX,-1
SWE,MDA,-1
SWE,MCO,visa free
SWE,MNG,-1
SWE,MNE,-1
SWE,MAR,-1
SWE,MOZ,-1
SWE,MMR,e-visa
SWE,NAM,-1
SWE,NRU,visa required
SWE,NPL,visa on arrival (150)
SWE,NLD,visa free
SWE,NZL,e-visa (90)
SWE,NIC,-1
SWE,NER,visa required
SWE,NGA,e-visa
SWE,PRK,visa required
SWE,MKD,-1
SWE,NOR,visa free
SWE,OMN,visa on arrival (30)
SWE,PAK,e-visa (30)
SWE,PLW,-1
SWE,PSE,visa free
SWE,PAN,-1
SWE,PNG,e-visa (60)
SWE,PRY,-1
SWE,PER,-1
SWE,PHL,-1
SWE,POL,visa free
SWE,PRT,visa free
SWE,QAT,visa on arrival (90)
SWE,ROU,visa free
SWE,RUS,e-visa (15)
SWE,RWA,visa on arrival (30)
SWE,KNA,-1
SWE,LCA,-1
SWE,WSM,-1
SWE,SMR,visa free
SWE,STP,-1
SWE,SAU,visa on arrival (90)
SWE,SEN,-1
SWE,SRB,-1
SWE,SLE,visa on arrival (30)
SWE,SGP,-1
SWE,SVK,visa free
SWE,SVN,visa free
SWE,SLB,-1
SWE,SOM,visa on arrival (30)
SWE,ZAF,-1
SWE,KOR,-1
SWE,SSD,e-visa
SWE,ESP,visa free
SWE,LKA,e-visa (30)
SWE,VCT,-1
SWE,SDN,visa required
SWE,SUR,-1
SWE,SWE,-1
SWE,CHE,visa free
SWE,SYR,visa required
SWE,TWN,-1
SWE,TJK,-1
SWE,TZA,visa on arrival
SWE,THA,-1
SWE,TLS,-1
SWE,TGO,visa on arrival (15)
SWE,TON,-1
SWE,TTO,-1
SWE,TUN,-1
SWE,TKM,visa required
SWE,TUV,-1
SWE,TUR,-1
SWE,UGA,e-visa
SWE,UKR,-1
SWE,ARE,-1
SWE,GBR,-1
SWE,USA,e-visa (90)
SWE,URY,-1
SWE,UZB,-1
SWE,VUT,-1
SWE,VAT,visa free
SWE,VEN,-1
SWE,VNM,-1
SWE,YEM,visa required
SWE,ZMB,-1
SWE,ZWE,visa on arrival (90)
SWE,AFG,visa required
SWE,DMA,-1
SWE,HTI,-1
SWE,SYC,-1
CHE,ALB,-1
CHE,DZA,visa required
CHE,AND,visa free
CHE,AGO,-1
CHE,ATG,-1
CHE,ARG,-1
CHE,ARM,-1
CHE,AUS,e-visa (90)
CHE,AUT,visa free
CHE,AZE,e-visa (30)
CHE,BHS,-1
CHE,BHR,visa on arrival (30)
CHE,BGD,visa on arrival (30)
CHE,BRB,-1
CHE,BLR,-1
CHE,BEL,visa free
CHE,BLZ,-1
CHE,BEN,e-visa
CHE,BTN,e-visa
CHE,BOL,-1
CHE,BIH,-1
CHE,BWA,-1
CHE,BRA,-1
CHE,BRN,-1
CHE,BGR,visa free
CHE,BFA,visa on arrival (90)
CHE,BDI,visa on arrival (30)
CHE,KHM,visa on arrival (30)
CHE,CMR,e-visa
CHE,CAN,e-visa (180)
CHE,CPV,-1
CHE,CAF,visa required
CHE,TCD,visa required
CHE,CHL,-1
CHE,CHN,-1
CHE,COL,-1
CHE,COM,visa on arrival (45)
CHE,COG,visa required
CHE,COD,e-visa (90)
CHE,CRI,-1
CHE,CIV,e-visa (90)
CHE,HRV,visa free
CHE,CUB,visa required (90)
CHE,CYP,visa free
CHE,CZE,visa free
CHE,DNK,visa free
CHE,DJI,visa on arrival (90)
CHE,DOM,visa free
CHE,ECU,-1
CHE,EGY,visa on arrival (30)
CHE,SLV,-1
CHE,GNQ,e-visa
CHE,ERI,visa required
CHE,EST,visa free
CHE,SWZ,-1
CHE,ETH,visa on arrival (90)
CHE,FJI,-1
CHE,FIN,visa free
CHE,FRA,visa free
CHE,GAB,e-visa (90)
CHE,GMB,-1
CHE,GEO,-1
CHE,DEU,visa free
CHE,GHA,visa required
CHE,GRC,visa free
CHE,GRD,-1
CHE,GTM,-1
CHE,GIN,e-visa (90)
CHE,GNB,visa on arrival (90)
CHE,GUY,-1
CHE,HND,-1
CHE,HKG,-1
CHE,HUN,visa free
CHE,ISL,visa free
CHE,IND,e-visa (30)
CHE,IDN,visa on arrival (30)
CHE,IRN,visa on arrival (30)
CHE,IRQ,visa on arrival (60)
CHE,IRL,visa free
CHE,ISR,-1
CHE,ITA,visa free
CHE,JAM,-1
CHE,JPN,-1
CHE,JOR,visa on arrival
CHE,KAZ,-1
CHE,KEN,e-visa (90)
CHE,KIR,-1
CHE,XKX,-1
CHE,KWT,visa on arrival (90)
CHE,KGZ,-1
CHE,LAO,-1
CHE,LVA,visa free
CHE,LBN,visa on arrival (30)
CHE,LSO,-1
CHE,LBR,visa required
CHE,LBY,e-visa
CHE,LIE,visa free
CHE,LTU,visa free
CHE,LUX,visa free
CHE,MAC,-1
CHE,MDG,visa on arrival (90)
CHE,MWI,visa on arrival (30)
CHE,MYS,-1
CHE,MDV,visa on arrival (30)
CHE,MLI,visa required
CHE,MLT,visa free
CHE,MHL,visa on arrival (90)
CHE,MRT,visa on arrival
CHE,MUS,-1
CHE,MEX,-1
CHE,MDA,-1
CHE,MCO,visa free
CHE,MNG,-1
CHE,MNE,-1
CHE,MAR,-1
CHE,MOZ,-1
CHE,MMR,e-visa
CHE,NAM,-1
CHE,NRU,visa required
CHE,NPL,visa on arrival (150)
CHE,NLD,visa free
CHE,NZL,e-visa (90)
CHE,NIC,-1
CHE,NER,visa required
CHE,NGA,e-visa
CHE,PRK,visa required
CHE,MKD,-1
CHE,NOR,visa free
CHE,OMN,visa on arrival (30)
CHE,PAK,e-visa (30)
CHE,PLW,visa on arrival (30)
CHE,PSE,visa free
CHE,PAN,-1
CHE,PNG,e-visa (60)
CHE,PRY,-1
CHE,PER,-1
CHE,PHL,-1
CHE,POL,visa free
CHE,PRT,visa free
CHE,QAT,visa on arrival (90)
CHE,ROU,visa free
CHE,RUS,e-visa (15)
CHE,RWA,-1
CHE,KNA,-1
CHE,LCA,-1
CHE,WSM,visa on arrival (90)
CHE,SMR,visa free
CHE,STP,-1
CHE,SAU,visa on arrival (90)
CHE,SEN,-1
CHE,SRB,-1
CHE,SLE,visa on arrival (30)
CHE,SGP,-1
CHE,SVK,visa free
CHE,SVN,visa free
CHE,SLB,-1
CHE,SOM,visa on arrival (30)
CHE,ZAF,-1
CHE,KOR,-1
CHE,SSD,e-visa
CHE,ESP,visa free
CHE,LKA,e-visa (30)
CHE,VCT,-1
CHE,SDN,visa required
CHE,SUR,visa required (90)
CHE,SWE,visa free
CHE,CHE,-1
CHE,SYR,visa required
CHE,TWN,-1
CHE,TJK,-1
CHE,TZA,visa on arrival
CHE,THA,-1
CHE,TLS,-1
CHE,TGO,visa on arrival (15)
CHE,TON,-1
CHE,TTO,-1
CHE,TUN,-1
CHE,TKM,visa required
CHE,TUV,-1
CHE,TUR,-1
CHE,UGA,e-visa
CHE,UKR,-1
CHE,ARE,-1
CHE,GBR,-1
CHE,USA,e-visa (90)
CHE,URY,-1
CHE,UZB,-1
CHE,VUT,-1
CHE,VAT,visa free
CHE,VEN,-1
CHE,VNM,e-visa (90)
CHE,YEM,visa required
CHE,ZMB,visa on arrival (90)
CHE,ZWE,visa on arrival (90)
CHE,AFG,visa required
CHE,DMA,-1
CHE,HTI,-1
CHE,SYC,-1
SYR,ALB,visa required
SYR,DZA,visa required
SYR,AND,visa required
SYR,AGO,visa required
SYR,ATG,e-visa
SYR,ARG,visa required
SYR,ARM,visa required
SYR,AUS,e-visa
SYR,AUT,visa required
SYR,AZE,visa required
SYR,BHS,e-visa
SYR,BHR,e-visa
SYR,BGD,visa required
SYR,BRB,visa required
SYR,BLR,visa required
SYR,BEL,visa required
SYR,BLZ,visa required
SYR,BEN,e-visa
SYR,BTN,e-visa
SYR,BOL,visa on arrival (90)
SYR,BIH,visa required
SYR,BWA,e-visa
SYR,BRA,visa required
SYR,BRN,visa required
SYR,BGR,visa required
SYR,BFA,e-visa
SYR,BDI,visa on arrival (30)
SYR,KHM,visa on arrival (30)
SYR,CMR,e-visa
SYR,CAN,visa required
SYR,CPV,visa on arrival
SYR,CAF,visa required
SYR,TCD,visa required
SYR,CHL,visa required
SYR,CHN,visa required
SYR,COL,e-visa
SYR,COM,visa on arrival (45)
SYR,COG,visa required
SYR,COD,e-visa (90)
SYR,CRI,visa required
SYR,CIV,e-visa (90)
SYR,HRV,visa required
SYR,CUB,visa required
SYR,CYP,visa required
SYR,CZE,visa required
SYR,DNK,visa required
SYR,DJI,visa on arrival (90)
SYR,DOM,visa required
SYR,ECU,e-visa
SYR,EGY,visa required
SYR,SLV,e-visa
SYR,GNQ,e-visa
SYR,ERI,visa required
SYR,EST,visa required
SYR,SWZ,visa required
SYR,ETH,visa required
SYR,FJI,visa required
SYR,FIN,visa required
SYR,FRA,visa required
SYR,GAB,e-visa (90)
SYR,GMB,visa required
SYR,GEO,e-visa
SYR,DEU,visa required
SYR,GHA,visa required
SYR,GRC,visa required
SYR,GRD,visa required
SYR,GTM,visa required
SYR,GIN,e-visa (90)
SYR,GNB,visa on arrival (90)
SYR,GUY,visa required
SYR,HND,visa required
SYR,HKG,e-visa
SYR,HUN,visa required
SYR,ISL,visa required
SYR,IND,visa required
SYR,IDN,e-visa
SYR,IRN,-1
SYR,IRQ,visa required
SYR,IRL,visa required
SYR,ISR,visa required
SYR,ITA,visa required
SYR,JAM,visa required
SYR,JPN,visa required
SYR,JOR,visa required
SYR,KAZ,visa required
SYR,KEN,e-visa (90)
SYR,KIR,visa required
SYR,XKX,visa required
SYR,KWT,visa required
SYR,KGZ,e-visa
SYR,LAO,visa required
SYR,LVA,visa required
SYR,LBN,visa on arrival
SYR,LSO,e-visa (14)
SYR,LBR,visa required
SYR,LBY,no admission
SYR,LIE,visa required
SYR,LTU,visa required
SYR,LUX,visa required
SYR,MAC,visa on arrival (30)
SYR,MDG,visa on arrival (90)
SYR,MWI,e-visa (90)
SYR,MYS,-1
SYR,MDV,visa on arrival (30)
SYR,MLI,visa required
SYR,MLT,visa required
SYR,MHL,visa required
SYR,MRT,visa required
SYR,MUS,visa required
SYR,MEX,visa required
SYR,MDA,e-visa
SYR,MCO,visa required
SYR,MNG,visa required
SYR,MNE,visa required
SYR,MAR,visa required
SYR,MOZ,visa on arrival (30)
SYR,MMR,visa required
SYR,NAM,visa required
SYR,NRU,visa required
SYR,NPL,visa required
SYR,NLD,visa required
SYR,NZL,visa required
SYR,NIC,visa required
SYR,NER,visa required
SYR,NGA,e-visa
SYR,PRK,visa required
SYR,MKD,visa required
SYR,NOR,visa required
SYR,OMN,e-visa
SYR,PAK,e-visa
SYR,PLW,visa on arrival (30)
SYR,PSE,visa free
SYR,PAN,visa required
SYR,PNG,e-visa
SYR,PRY,visa required
SYR,PER,visa required
SYR,PHL,visa required
SYR,POL,visa required
SYR,PRT,visa required
SYR,QAT,visa required
SYR,ROU,visa required
SYR,RUS,visa required
SYR,RWA,visa on arrival (30)
SYR,KNA,e-visa
SYR,LCA,visa required
SYR,WSM,visa on arrival (90)
SYR,SMR,visa required
SYR,STP,e-visa
SYR,SAU,visa required
SYR,SEN,visa required
SYR,SRB,visa required
SYR,SLE,e-visa
SYR,SGP,e-visa
SYR,SVK,visa required
SYR,SVN,visa required
SYR,SLB,visa required
SYR,SOM,visa required
SYR,ZAF,visa required
SYR,KOR,e-visa
SYR,SSD,e-visa
SYR,ESP,visa required
SYR,LKA,visa required
SYR,VCT,visa required
SYR,SDN,visa required
SYR,SUR,e-visa (90)
SYR,SWE,visa required
SYR,CHE,visa required
SYR,SYR,-1
SYR,TWN,visa required
SYR,TJK,e-visa
SYR,TZA,e-visa
SYR,THA,visa required
SYR,TLS,visa on arrival (30)
SYR,TGO,visa on arrival (15)
SYR,TON,visa required
SYR,TTO,visa required
SYR,TUN,visa required
SYR,TKM,visa required
SYR,TUV,visa on arrival (30)
SYR,TUR,visa required
SYR,UGA,e-visa
SYR,UKR,visa required
SYR,ARE,visa required
SYR,GBR,visa required
SYR,USA,visa required
SYR,URY,visa required
SYR,UZB,e-visa
SYR,VUT,visa required
SYR,VAT,visa required
SYR,VEN,visa required
SYR,VNM,e-visa (90)
SYR,YEM,visa on arrival (90)
SYR,ZMB,e-visa
SYR,ZWE,e-visa
SYR,AFG,visa required
SYR,DMA,-1
SYR,HTI,-1
SYR,SYC,-1
TWN,ALB,-1
TWN,DZA,visa required
TWN,AND,-1
TWN,AGO,visa required
TWN,ATG,-1
TWN,ARG,visa required
TWN,ARM,e-visa (120)
TWN,AUS,e-visa (90)
TWN,AUT,-1
TWN,AZE,visa required
TWN,BHS,e-visa
TWN,BHR,e-visa
TWN,BGD,visa on arrival (30)
TWN,BRB,visa required
TWN,BLR,visa required
TWN,BEL,-1
TWN,BLZ,-1
TWN,BEN,e-visa
TWN,BTN,e-visa
TWN,BOL,visa on arrival (90)
TWN,BIH,-1
TWN,BWA,e-visa
TWN,BRA,visa required
TWN,BRN,visa on arrival (14)
TWN,BGR,-1
TWN,BFA,visa on arrival (90)
TWN,BDI,visa on arrival (30)
TWN,KHM,visa on arrival (30)
TWN,CMR,e-visa
TWN,CAN,e-visa (180)
TWN,CPV,visa on arrival
TWN,CAF,visa required
TWN,TCD,visa required
TWN,CHL,-1
TWN,CHN,visa on arrival (90)
TWN,COL,e-visa
TWN,COM,visa on arrival (45)
TWN,COG,visa required
TWN,COD,e-visa (90)
TWN,CRI,-1
TWN,CIV,e-visa (90)
TWN,HRV,-1
TWN,CUB,visa required (90)
TWN,CYP,-1
TWN,CZE,-1
TWN,DNK,-1
TWN,DJI,visa on arrival (90)
TWN,DOM,visa free
TWN,ECU,-1
TWN,EGY,visa on arrival (30)
TWN,SLV,e-visa
TWN,GNQ,e-visa
TWN,ERI,visa required
TWN,EST,-1
TWN,SWZ,-1
TWN,ETH,visa on arrival (90)
TWN,FJI,-1
TWN,FIN,-1
TWN,FRA,-1
TWN,GAB,e-visa (90)
TWN,GMB,-1
TWN,GEO,no admission
TWN,DEU,-1
TWN,GHA,visa required
TWN,GRC,-1
TWN,GRD,visa required
TWN,GTM,-1
TWN,GIN,e-visa (90)
TWN,GNB,visa on arrival (90)
TWN,GUY,visa required
TWN,HND,-1
TWN,HKG,-1
TWN,HUN,-1
TWN,ISL,-1
TWN,IND,e-visa (30)
TWN,IDN,visa on arrival (30)
TWN,IRN,visa on arrival (30)
TWN,IRQ,visa required
TWN,IRL,-1
TWN,ISR,-1
TWN,ITA,-1
TWN,JAM,visa required
TWN,JPN,-1
TWN,JOR,visa on arrival
TWN,KAZ,visa required
TWN,KEN,e-visa (90)
TWN,KIR,visa required
TWN,XKX,-1
TWN,KWT,visa required
TWN,KGZ,e-visa
TWN,LAO,visa on arrival (30)
TWN,LVA,-1
TWN,LBN,visa required
TWN,LSO,e-visa (14)
TWN,LBR,visa required
TWN,LBY,e-visa
TWN,LIE,-1
TWN,LTU,-1
TWN,LUX,-1
TWN,MAC,visa free
TWN,MDG,visa on arrival (90)
TWN,MWI,visa on arrival (30)
TWN,MYS,-1
TWN,MDV,visa on arrival (30)
TWN,MLI,visa required
TWN,MLT,-1
TWN,MHL,-1
TWN,MRT,visa on arrival
TWN,MUS,visa on arrival (60)
TWN,MEX,visa required
TWN,MDA,e-visa
TWN,MCO,-1
TWN,MNG,e-visa
TWN,MNE,-1
TWN,MAR,visa required
TWN,MOZ,visa on arrival (30)
TWN,MMR,e-visa
TWN,NAM,visa required
TWN,NRU,visa on arrival
TWN,NPL,visa on arrival (150)
TWN,NLD,-1
TWN,NZL,e-visa (90)
TWN,NIC,-1
TWN,NER,visa required
TWN,NGA,e-visa
TWN,PRK,visa required
TWN,MKD,-1
TWN,NOR,-1
TWN,OMN,visa on arrival (30)
TWN,PAK,visa required
TWN,PLW,visa on arrival (90)
TWN,PSE,visa free
TWN,PAN,-1
TWN,PNG,e-visa (60)
TWN,PRY,-1
TWN,PER,-1
TWN,PHL,visa required
TWN,POL,-1
TWN,PRT,-1
TWN,QAT,visa on arrival (30)
TWN,ROU,-1
TWN,RUS,e-visa (15)
TWN,RWA,visa on arrival (30)
TWN,KNA,-1
TWN,LCA,-1
TWN,WSM,visa on arrival (90)
TWN,SMR,-1
TWN,STP,e-visa
TWN,SAU,visa on arrival (90)
TWN,SEN,visa required
TWN,SRB,visa required
TWN,SLE,e-visa
TWN,SGP,-1
TWN,SVK,-1
TWN,SVN,-1
TWN,SLB,visa on arrival (90)
TWN,SOM,visa on arrival (30)
TWN,ZAF,visa required
TWN,KOR,-1
TWN,SSD,e-visa
TWN,ESP,-1
TWN,LKA,e-visa (30)
TWN,VCT,-1
TWN,SDN,visa required
TWN,SUR,visa required (90)
TWN,SWE,-1
TWN,CHE,-1
TWN,SYR,visa required
TWN,TWN,-1
TWN,TJK,e-visa
TWN,TZA,visa on arrival
TWN,THA,-1
TWN,TLS,visa on arrival (30)
TWN,TGO,visa on arrival (15)
TWN,TON,visa required
TWN,TTO,visa required
TWN,TUN,visa required
TWN,TKM,visa required
TWN,TUV,-1
TWN,TUR,e-visa (90)
TWN,UGA,e-visa
TWN,UKR,visa required
TWN,ARE,visa required
TWN,GBR,-1
TWN,USA,e-visa (90)
TWN,URY,visa required
TWN,UZB,e-visa
TWN,VUT,-1
TWN,VAT,-1
TWN,VEN,visa required
TWN,VNM,e-visa (90)
TWN,YEM,visa required
TWN,ZMB,e-visa
TWN,ZWE,e-visa
TWN,AFG,visa required
TWN,DMA,-1
TWN,HTI,-1
TWN,SYC,-1
TJK,ALB,e-visa
TJK,DZA,visa required
TJK,AND,visa required
TJK,AGO,visa required
TJK,ATG,-1
TJK,ARG,visa required
TJK,ARM,-1
TJK,AUS,e-visa
TJK,AUT,visa required
TJK,AZE,-1
TJK,BHS,e-visa
TJK,BHR,e-visa
TJK,BGD,visa on arrival (30)
TJK,BRB,-1
TJK,BLR,visa free
TJK,BEL,visa required
TJK,BLZ,visa required
TJK,BEN,e-visa
TJK,BTN,e-visa
TJK,BOL,visa on arrival (90)
TJK,BIH,visa required
TJK,BWA,e-visa
TJK,BRA,visa required
TJK,BRN,visa required
TJK,BGR,visa required
TJK,BFA,e-visa
TJK,BDI,visa on arrival (30)
TJK,KHM,visa on arrival (30)
TJK,CMR,e-visa
TJK,CAN,visa required
TJK,CPV,visa on arrival
TJK,CAF,visa required
TJK,TCD,visa required
TJK,CHL,visa required
TJK,CHN,visa required
TJK,COL,e-visa
TJK,COM,visa on arrival (45)
TJK,COG,visa required
TJK,COD,e-visa (90)
TJK,CRI,visa required
TJK,CIV,e-visa (90)
TJK,HRV,visa required
TJK,CUB,visa required (90)
TJK,CYP,visa required
TJK,CZE,visa required
TJK,DNK,visa required
TJK,DJI,visa on arrival (90)
TJK,DOM,visa required
TJK,ECU,e-visa
TJK,EGY,visa required
TJK,SLV,e-visa
TJK,GNQ,e-visa
TJK,ERI,visa required
TJK,EST,visa required
TJK,SWZ,visa required
TJK,ETH,e-visa (90)
TJK,FJI,visa required
TJK,FIN,visa required
TJK,FRA,visa required
TJK,GAB,e-visa (90)
TJK,GMB,-1
TJK,GEO,-1
TJK,DEU,visa required
TJK,GHA,visa required
TJK,GRC,visa required
TJK,GRD,visa required
TJK,GTM,visa required
TJK,GIN,e-visa (90)
TJK,GNB,visa on arrival (90)
TJK,GUY,visa required
TJK,HND,visa required
TJK,HKG,e-visa
TJK,HUN,visa required
TJK,ISL,visa required
TJK,IND,e-visa (30)
TJK,IDN,e-visa
TJK,IRN,visa on arrival (30)
TJK,IRQ,visa required
TJK,IRL,visa required
TJK,ISR,visa required
TJK,ITA,visa required
TJK,JAM,visa on arrival (30)
TJK,JPN,visa required
TJK,JOR,visa on arrival
TJK,KAZ,-1
TJK,KEN,e-visa (90)
TJK,KIR,visa required
TJK,XKX,visa required
TJK,KWT,visa required
TJK,KGZ,no admission
TJK,LAO,visa on arrival (30)
TJK,LVA,visa required
TJK,LBN,visa on arrival (30)
TJK,LSO,e-visa (14)
TJK,LBR,visa required
TJK,LBY,e-visa
TJK,LIE,visa required
TJK,LTU,visa required
TJK,LUX,visa required
TJK,MAC,visa on arrival (30)
TJK,MDG,visa on arrival (90)
TJK,MWI,e-visa (90)
TJK,MYS,-1
TJK,MDV,visa on arrival (30)
TJK,MLI,visa required
TJK,MLT,visa required
TJK,MHL,visa on arrival (90)
TJK,MRT,visa on arrival
TJK,MUS,visa on arrival (60)
TJK,MEX,visa required
TJK,MDA,-1
TJK,MCO,visa required
TJK,MNG,visa required
TJK,MNE,visa required
TJK,MAR,visa required
TJK,MOZ,visa on arrival (30)
TJK,MMR,visa required
TJK,NAM,-1
TJK,NRU,visa required
TJK,NPL,visa on arrival (150)
TJK,NLD,visa required
TJK,NZL,visa required
TJK,NIC,visa on arrival (30)
TJK,NER,visa required
TJK,NGA,e-visa
TJK,PRK,visa required
TJK,MKD,visa required
TJK,NOR,visa required
TJK,OMN,e-visa
TJK,PAK,e-visa (30)
TJK,PLW,visa on arrival (30)
TJK,PSE,visa free
TJK,PAN,visa required
TJK,PNG,e-visa
TJK,PRY,visa required
TJK,PER,visa required
TJK,PHL,-1
TJK,POL,visa required
TJK,PRT,visa required
TJK,QAT,visa required
TJK,ROU,visa required
TJK,RUS,-1
TJK,RWA,visa on arrival (30)
TJK,KNA,e-visa
TJK,LCA,visa required
TJK,WSM,visa on arrival (90)
TJK,SMR,visa required
TJK,STP,e-visa
TJK,SAU,visa on arrival (90)
TJK,SEN,visa required
TJK,SRB,visa required
TJK,SLE,visa on arrival (30)
TJK,SGP,e-visa
TJK,SVK,visa required
TJK,SVN,visa required
TJK,SLB,visa required
TJK,SOM,visa required
TJK,ZAF,visa required
TJK,KOR,e-visa
TJK,SSD,e-visa
TJK,ESP,visa required
TJK,LKA,e-visa (30)
TJK,VCT,-1
TJK,SDN,visa required
TJK,SUR,visa required (90)
TJK,SWE,visa required
TJK,CHE,visa required
TJK,SYR,visa required
TJK,TWN,visa required
TJK,TJK,-1
TJK,TZA,e-visa
TJK,THA,e-visa
TJK,TLS,visa on arrival (30)
TJK,TGO,visa on arrival (15)
TJK,TON,visa required
TJK,TTO,visa required
TJK,TUN,visa required
TJK,TKM,visa required
TJK,TUV,visa on arrival (30)
TJK,TUR,-1
TJK,UGA,e-visa
TJK,UKR,-1
TJK,ARE,visa required
TJK,GBR,visa required
TJK,USA,visa required
TJK,URY,visa required
TJK,UZB,-1
TJK,VUT,visa required
TJK,VAT,visa required
TJK,VEN,visa required
TJK,VNM,e-visa (90)
TJK,YEM,visa required
TJK,ZMB,e-visa
TJK,ZWE,visa on arrival (90)
TJK,AFG,visa required
TJK,DMA,-1
TJK,HTI,-1
TJK,SYC,-1
TZA,ALB,e-visa
TZA,DZA,visa required
TZA,AND,visa required
TZA,AGO,-1
TZA,ATG,-1
TZA,ARG,visa required
TZA,ARM,visa required
TZA,AUS,e-visa
TZA,AUT,visa required
TZA,AZE,visa required
TZA,BHS,-1
TZA,BHR,e-visa
TZA,BGD,-1
TZA,BRB,-1
TZA,BLR,visa required
TZA,BEL,visa required
TZA,BLZ,visa free
TZA,BEN,-1
TZA,BTN,e-visa
TZA,BOL,visa on arrival (90)
TZA,BIH,visa required
TZA,BWA,-1
TZA,BRA,visa required
TZA,BRN,visa required
TZA,BGR,visa required
TZA,BFA,e-visa
TZA,BDI,-1
TZA,KHM,visa on arrival (30)
TZA,CMR,e-visa
TZA,CAN,visa required
TZA,CPV,visa on arrival
TZA,CAF,visa required
TZA,TCD,visa required
TZA,CHL,visa required
TZA,CHN,visa required
TZA,COL,e-visa
TZA,COM,visa on arrival (45)
TZA,COG,visa required
TZA,COD,visa on arrival (7)
TZA,CRI,visa required
TZA,CIV,e-visa (90)
TZA,HRV,visa required
